pollinatorFamily,pollinatorName
Noctuidae,Hoplodrina octogenaria
Noctuidae,Hydraecia micacea
Noctuidae,Lacanobia oleracea
Noctuidae,Leucania comma
Noctuidae,Lithophane leautieri
Noctuidae,Lithophane ornitopus
Noctuidae,Lithophane semibrunnea
Noctuidae,Litoligia literosa
Noctuidae,Luperina testacea
Noctuidae,Lycophotia porphyrea
Noctuidae,Macdunnoughia confusa
Noctuidae,Mesapamea didyma
Noctuidae,Mesapamea secalis
Noctuidae,Mesapamea storai
Noctuidae,Mesoligia furuncula
Noctuidae,Metachrostis
Noctuidae,Metachrostis dardouini
Noctuidae,Mniotype adusta
Noctuidae,Mythimna albipuncta
Noctuidae,Mythimna conigera
Noctuidae,Mythimna impura
Noctuidae,Mythimna l-album
Noctuidae,Mythimna pudorina
Noctuidae,Mythimna unipuncta
Noctuidae,Mythimna vitellina
Noctuidae,Noctua comes
Noctuidae,Noctua fimbriata
Noctuidae,Noctua janthe
Noctuidae,Noctua pronuba
Noctuidae,Noctuidae
Noctuidae,Nonagria typhae
Noctuidae,Ochropleura plecta
Noctuidae,Oligia
Noctuidae,Oligia fasciuncula
Noctuidae,Oligia strigilis
Noctuidae,Omia
Noctuidae,Orthosia cerasi
Noctuidae,Orthosia gothica
Noctuidae,Panemeria tenebrata
Noctuidae,Peridroma saucia
Noctuidae,Phlogophora meticulosa
Noctuidae,Photedes captiuncula
Noctuidae,Plusia festucae
Noctuidae,Polymixis trisignata
Noctuidae,Pseudozarba bipartita
Noctuidae,Schinia cardui
Noctuidae,Sideridis rivularis
Noctuidae,Spodoptera exigua
Noctuidae,Syngrapha ain
Noctuidae,Syngrapha interrogationis
Noctuidae,Synthymia fixa
Noctuidae,Thalpophila matura
Noctuidae,Thysanoplusia orichalcea
Noctuidae,Xanthia togata
Noctuidae,Xestia baja
Noctuidae,Xestia c-nigrum
Noctuidae,Xestia castanea
Noctuidae,Xestia sexstrigata
Noctuidae,Xestia triangulum
Noctuidae,Xestia xanthographa
Noctuidae,Xylocampa areola
Nolidae,Earias clorana
Notodontidae,Drymonia dodonaea
Notodontidae,Harpyia
Notodontidae,Notodonta ziczac
Notodontidae,Phalera bucephala
Notodontidae,Thaumetopoea pityocampa
Nymphalidae,Aglais io
Nymphalidae,Aglais io io
Nymphalidae,Aglais urticae
Nymphalidae,Apatura iris
Nymphalidae,Aphantopus hyperantus
Nymphalidae,Araschnia levana
Nymphalidae,Arethusana arethusa
Nymphalidae,Argynnis
Nymphalidae,Argynnis paphia
Nymphalidae,Argynnis paphia valesina
Nymphalidae,Boloria napaea
Nymphalidae,Boloria pales
Nymphalidae,Boloria selene
Nymphalidae,Brenthis daphne
Nymphalidae,Brenthis hecate
Nymphalidae,Brenthis ino
Nymphalidae,Charaxes jasius
Nymphalidae,Clossiana dia
Nymphalidae,Clossiana euphrosyne
Nymphalidae,Coenonympha arcania
Nymphalidae,Coenonympha corinna
Nymphalidae,Coenonympha dorus
Nymphalidae,Coenonympha hero
Nymphalidae,Coenonympha iphis
Nymphalidae,Coenonympha pamphilus
Nymphalidae,Coenonympha thyrsis
Nymphalidae,Coenonympha tullia
Nymphalidae,Cynthia cardui
Nymphalidae,Danaus chrysippus
Nymphalidae,Danaus plexippus
Nymphalidae,Erebia
Nymphalidae,Erebia aethiops
Nymphalidae,Erebia alberganus
Nymphalidae,Erebia cassioides
Nymphalidae,Erebia epiphron
Nymphalidae,Erebia euryale
Nymphalidae,Erebia ligea
Nymphalidae,Erebia manto
Nymphalidae,Erebia medusa
Nymphalidae,Erebia melas
Nymphalidae,Erebia meolans
Nymphalidae,Erebia montanus
Nymphalidae,Erebia neoridas
Nymphalidae,Erebia oeme
Nymphalidae,Erebia pandrose
Nymphalidae,Erebia pharte
Nymphalidae,Erebia pluto
Nymphalidae,Erebia pronoe
Nymphalidae,Erebia triarius
Nymphalidae,Erebia tyndarus
Nymphalidae,Euphydryas aurinia
Nymphalidae,Euphydryas beckeri
Nymphalidae,Fabriciana adippe
Nymphalidae,Fabriciana niobe
Nymphalidae,Hipparchia algirica
Nymphalidae,Hipparchia azorinus
Nymphalidae,Hipparchia fagi
Nymphalidae,Hipparchia hermione
Nymphalidae,Hipparchia semele
Nymphalidae,Hipparchia statilinus
Nymphalidae,Hypodryas cynthia
Nymphalidae,Hypodryas maturna
Nymphalidae,Hyponephele lupinus
Nymphalidae,Hyponephele lycaon
Nymphalidae,Issoria lathonia
Nymphalidae,Lasiommata maera
Nymphalidae,Lasiommata megera
Nymphalidae,Libythea celtis
Nymphalidae,Limenitis bredowii californica
Nymphalidae,Limenitis reducta
Nymphalidae,Maniola jurtina
Nymphalidae,Maniola nurag
Nymphalidae,Melanargia
Nymphalidae,Melanargia arge
Nymphalidae,Melanargia galathea
Nymphalidae,Melanargia ines
Nymphalidae,Melanargia japygia
Nymphalidae,Melanargia lachesis
Nymphalidae,Melanargia larissa
Nymphalidae,Melanargia occitanica
Nymphalidae,Melitaea
Nymphalidae,Melitaea cinxia
Nymphalidae,Melitaea diamina
Nymphalidae,Melitaea didyma
Nymphalidae,Melitaea phoebe
Nymphalidae,Melitaea trivia
Nymphalidae,Mellicta athalia
Nymphalidae,Mellicta athalia celadussa
Nymphalidae,Mellicta aurelia
Nymphalidae,Mellicta britomartis
Nymphalidae,Mellicta deione
Nymphalidae,Mellicta parthenoides
Nymphalidae,Mellicta varia
Nymphalidae,Neohipparchia
Nymphalidae,Neptis rivularis
Nymphalidae,Neptis sappho
Nymphalidae,Nymphalidae
Nymphalidae,Nymphalis
Nymphalidae,Nymphalis antiopa
Nymphalidae,Nymphalis polychloros
Nymphalidae,Nymphalis xanthomelas
Nymphalidae,Oeneis aello
Nymphalidae,Pararge aegeria
Nymphalidae,Pararge petropolitana
Nymphalidae,Polygonia c-album
Nymphalidae,Polygonia egea
Nymphalidae,Pyronia bathseba
Nymphalidae,Pyronia cecilia
Nymphalidae,Pyronia tithonus
Nymphalidae,Satyrus actaea
Nymphalidae,Satyrus dryas
Nymphalidae,Satyrus ferula
Nymphalidae,Speyeria aglaja
Nymphalidae,Vanessa atalanta
Nymphalidae,Vanessa atalanta atalanta
Nymphalidae,Vanessa cardui
Nymphalidae,Vanessa virginiensis
Nymphalidae,Vanessa vulcania
Oecophoridae,Pleurota aristella
Oecophoridae,Pleurota ericella
Oecophoridae,Pleurota punctella
Oecophoridae,Tachystola acroxantha
Oedemeridae,Anogcodes melanurus
Oedemeridae,Chrysanthia
Oedemeridae,Chrysanthia flavipes
Oedemeridae,Chrysanthia superba
Oedemeridae,Oedemera
Oedemeridae,Oedemera nobilis
Opomyzidae,Geomyza
Opomyzidae,Geomyza tripunctata
Opomyzidae,Opomyza florum
Opomyzidae,Opomyza germinationis
Opomyzidae,Opomyza petrei
Orsodacnidae,Orsodacne cerasi
Oxycarenidae,Crophius
Oxycarenidae,Metopoplax ditomoides
Oxycarenidae,Metopoplax origani
Oxycarenidae,Oxycarenus hyalinipennis
Oxycarenidae,Oxycarenus lavaterae
Oxycarenidae,Oxycarenus pallens
Panorpidae,Panorpa communis
Panorpidae,Panorpa germanica
Panorpidae,Panorpa lacedaemonia
Panorpidae,Panorpa meridionalis
Papilionidae,Battus philenor
Papilionidae,Iphiclides feisthamelii
Papilionidae,Iphiclides podalirius
Papilionidae,Papilio
Papilionidae,Papilio alexanor
Papilionidae,Papilio glaucus
Papilionidae,Papilio machaon
Papilionidae,Papilionidae
Papilionidae,Parnassius apollo
Papilionidae,Parnassius mnemosyne
Papilionidae,Parnassius phoebus
Papilionidae,Zerynthia cassandra
Papilionidae,Zerynthia polyxena
Papilionidae,Zerynthia rumina
Pentatomidae,Aelia acuminata
Pentatomidae,Carpocoris
Pentatomidae,Carpocoris mediterraneus
Pentatomidae,Carpocoris purpureipennis
Pentatomidae,Dolycoris baccarum
Pentatomidae,Eurydema oleracea
Pentatomidae,Eurydema ornata
Pentatomidae,Graphosoma italicum
Pentatomidae,Graphosoma italicum italicum
Pentatomidae,Graphosoma lineatum
Pentatomidae,Nezara viridula
Pentatomidae,Palomena prasina
Pentatomidae,Pentatomidae
Pentatomidae,Picromerus bidens
Pentatomidae,Piezodorus lituratus
Pentatomidae,Rhaphigaster nebulosa
Pentatomidae,Sciocoris
Perilampidae,Perilampus aeneus
Perlidae,Chloroperla
Phalacridae,Olibrus
Phalacridae,Olibrus aeneus
Phalacridae,Olibrus affinis
Phalacridae,Olibrus liquidus
Phalacridae,Olibrus millefolii
Phalacridae,Phalacridae
Phoridae,Diplonevra
Phoridae,Diplonevra funebris
Phoridae,Megaselia
Phoridae,Megaselia cirriventris
Phoridae,Megaselia digitalis
Phoridae,Megaselia diversa
Phoridae,Megaselia groenlandica
Phoridae,Megaselia latifemorata
Phoridae,Megaselia pleuralis
Phoridae,Megaselia sordida
Phoridae,Megaselia sp.
Phoridae,Phora
Phoridae,Phora holosericea
Phoridae,Phoridae
Phoridae,Spiniphora strobli
Phoridae,Triphleba
Phoridae,Triphleba citreiformis
Pieridae,Anthocharis cardamines
Pieridae,Anthocharis euphenoides
Pieridae,Aporia crataegi
Pieridae,Colias
Pieridae,Colias alfacariensis
Pieridae,Colias croceus
Pieridae,Colias croceus helice
Pieridae,Colias hyale
Pieridae,Colias palaeno
Pieridae,Colias phicomone
Pieridae,Colotis evagore
Pieridae,Dismorphiinae
Pieridae,Euchloe ausonia
Pieridae,Euchloe belemia
Pieridae,Euchloe crameri
Pieridae,Eurema floricola ceres
Pieridae,Gonepteryx
Pieridae,Gonepteryx cleobule
Pieridae,Gonepteryx cleopatra
Pieridae,Gonepteryx eversi
Pieridae,Gonepteryx palmae
Pieridae,Gonepteryx rhamni
Pieridae,Leptidea
Pieridae,Leptidea sinapis
Pieridae,Pieridae
Pieridae,Pieris
Pieridae,Pieris brassicae
Pieridae,Pieris brassicae azorensis
Pieridae,Pieris bryoniae
Pieridae,Pieris cheiranthi
Pieridae,Pieris ergane
Pieridae,Pieris mannii
Pieridae,Pieris napi
Pieridae,Pieris rapae
Pieridae,Pieris rapae rapae
Pieridae,Pontia daplidice
Pieridae,Pontia edusa
Pieridae,Zegris eupheme
Pipunculidae,Cephalops obtusinervis
Platycnemididae,Platycnemis pennipes
Platygastridae,Platygaster
Platystomatidae,Platystoma seminationis
Platystomatidae,Platystomatidae
Plutellidae,Plutella xylostella
Polleniidae,Pollenia
Polleniidae,Pollenia angustigena
Polleniidae,Pollenia labialis
Polleniidae,Pollenia leclercqiana
Polleniidae,Pollenia pediculata
Polleniidae,Pollenia rudis
Pompilidae,Agenioideus dichrous
Pompilidae,Anoplius
Pompilidae,Anoplius nigerrimus
Pompilidae,Arachnospila
Pompilidae,Arachnotheutes rufithorax
Pompilidae,Auplopus rectus
Pompilidae,Ceropales helvetica
Pompilidae,Ceropales maculata
Pompilidae,Cryptocheilus
Pompilidae,Cryptocheilus octomaculatus
Pompilidae,Cryptocheilus rubellus
Pompilidae,Cryptocheilus variabilis
Pompilidae,Cryptocheilus variipennis
Pompilidae,Cryptocheilus versicolor
Pompilidae,Deuteragenia variegata
Pompilidae,Entomobora crassitarsis
Pompilidae,Entomobora fuscipennis
Pompilidae,Eoferreola rhombica
Pompilidae,Evagetes siculus
Pompilidae,Ferreola diffinis
Pompilidae,Hemipepsis mauritanica
Pompilidae,Parabatozonus lacerticida
Pompilidae,Pepsis flavipennis
Pompilidae,Pompilidae
Pompilidae,Priocnemis
Pompilidae,Priocnemis exaltata exaltata
Pompilidae,Priocnemis perturbator
Pompilidae,Priocnemis propinqua
Pompilidae,Telostegus
Prionoceridae,Lobonyx aeneus
Proctotrupidae,Codrus sp.
Proctotrupidae,Exallonyx ligatus
Psilidae,Chamaepsila morio
Psilidae,Chyliza annulipes
Psilidae,Psila fimetaria
Psilidae,Psila hennigi
Psychidae,Penestoglossa
Psychodidae,Psychoda
Psychodidae,Psychodidae
Psyllidae,Psyllidae
Pteromalidae,Chlorocytus agropyri
Pteromalidae,Chlorocytus diversus
Pteromalidae,Cyrtogaster vulgaris
Pteromalidae,Gastrancistrus affinis
Pteromalidae,Gastrancistrus compressus
Pteromalidae,Gastrancistrus vagans
Pteromalidae,Halticoptera
Pteromalidae,Lamprotatus picinervis
Pteromalidae,Leptomeraporus nicaee
Pteromalidae,Macroglenes
Pteromalidae,Macroglenes conjungens
Pteromalidae,Macroglenes eximius
Pteromalidae,Macroglenes gramineus
Pteromalidae,Macroglenes paludum
Pteromalidae,Macroglenes penetrans
Pteromalidae,Macroglenes varicornis
Pteromalidae,Miscogaster maculata
Pteromalidae,Pachyneuron muscarum
Pteromalidae,Pteromalidae
Pteromalidae,Pteromalus
Pteromalidae,Pteromalus albipennis
Pteromalidae,Roptrocerus mirus
Pteromalidae,Sceptrothelys intermedia
Pteromalidae,Seladerma convexum
Pteromalidae,Seladerma tarsale
Pteromalidae,Semiotellus mundus
Pteromalidae,Spalangia nigripes
Pteromalidae,Stenomalina
Pteromalidae,Trichilogaster acaciaelongifoliae
Pteromalidae,Xestomnaster
Pterophoridae,Emmelina monodactyla
Pterophoridae,Gillmeria ochrodactyla
Pterophoridae,Gillmeria pallidactyla
Pterophoridae,Lantanophaga pusillidactylus
Pterophoridae,Megalorhipida leucodactylus
Pterophoridae,Pselnophorus heterodactyla
Pterophoridae,Pterophoridae
Pterophoridae,Pterophorus pentadactyla
Pterophoridae,Stangeia siceliota
Pterophoridae,Stenoptilia pterodactyla
Pyralidae,Acrobasis
Pyralidae,Endotricha flammealis
Pyralidae,Oncocera semirubella
Pyralidae,Pempelia
Pyralidae,Psorosa
Pyralidae,Pterothrixidia rufella
Pyralidae,Pyralidae
Pyralidae,Pyrausta purpuralis
Pyralidae,Selagia spadicella
Pyrochroidae,Pyrochroa coccinea
Pyrochroidae,Pyrochroa serraticornis
Pyrrhocoridae,Pyrrhocoris apterus
Reduviidae,Rhynocoris cuspidatus
Reduviidae,Rhynocoris erythropus
Reduviidae,Rhynocoris iracundus
Reduviidae,Zelus renardii
Rhagionidae,Chrysopilus asiliformis
Rhagionidae,Chrysopilus cristatus
Rhagionidae,Rhagio notatus
Rhagionidae,Rhagio scolopacea
Rhagionidae,Rhagio tringaria
Rhagionidae,Rhagionidae
Rhiniidae,Stomorhina lunata
Rhinophoridae,Phyto melanocephala
Rhinophoridae,Rhinophora lepida
Rhinophoridae,Rhinophoridae
Rhinophoridae,Stevenia atramentaria
Rhinophoridae,Stevenia sp.
Rhopalidae,Corizus hyoscyami
Rhopalidae,Liorhyssus hyalinus
Rhopalidae,Maccevethus
Rhopalidae,Rhopalus parumpunctatus
Rhopalidae,Rhopalus subrufus
Rhopalidae,Stictopleurus abutilon
Rhopalidae,Stictopleurus punctatonervosus
Rhyparochromidae,Beosus maritimus
Rhyparochromidae,Beosus quadripunctatus
Rhyparochromidae,Raglius alboacuminatus
Rhyparochromidae,Trapezonotus ullrichi
Riodinidae,Hamearis lucina
Rutelidae,Phyllopertha horticola
Saldidae,Saldula
Sapygidae,Chrysis
Sarcophagidae,Amobia
Sarcophagidae,Blaesoxipha
Sarcophagidae,Blaesoxipha plumicornis
Sarcophagidae,Brachicoma
Sarcophagidae,Brachicoma devia
Sarcophagidae,Hilarella
Sarcophagidae,Macronychia
Sarcophagidae,Miltogramma
Sarcophagidae,Miltogramma murina
Sarcophagidae,Miltogramma punctata
Sarcophagidae,Nyctia
Sarcophagidae,Nyctia halterata
Sarcophagidae,Nyctia lugubris
Sarcophagidae,Paramacronychia flavipalpis
Sarcophagidae,Ravinia pernix
Sarcophagidae,Sarcophaga
Sarcophagidae,Sarcophaga bezziana
Sarcophagidae,Sarcophaga carnaria
Sarcophagidae,Sarcophaga crassimargo
Sarcophagidae,Sarcophaga depressifrons
Sarcophagidae,Sarcophaga dissimilis
Sarcophagidae,Sarcophaga emdeni
Sarcophagidae,Sarcophaga ferox
Sarcophagidae,Sarcophaga filia
Sarcophagidae,Sarcophaga haemorrhoa
Sarcophagidae,Sarcophaga hirticrus
Sarcophagidae,Sarcophaga incisilobata
Sarcophagidae,Sarcophaga melanura
Sarcophagidae,Sarcophaga minima
Sarcophagidae,Sarcophaga nigriventris
Sarcophagidae,Sarcophaga okaliana
Sarcophagidae,Sarcophaga pumila
Sarcophagidae,Sarcophaga rosellei
Sarcophagidae,Sarcophaga rozkosnyi
Sarcophagidae,Sarcophaga sinuata
Sarcophagidae,Sarcophaga sp.
Sarcophagidae,Sarcophaga subvicina
Sarcophagidae,Sarcophaga teretirostris
Sarcophagidae,Sarcophaga uncicurva
Sarcophagidae,Sarcophaga vagans
Sarcophagidae,Sarcophaga variegata
Sarcophagidae,Sarcophaga villeneuveana
Sarcophagidae,Sarcophaga villeneuvei
Sarcophagidae,Sarcophagidae
Sarcophagidae,Sarcophila meridionalis
Sarcophagidae,Senotainia conica
Sarcophagidae,Spatulapica
Satyridae,Aphantopus hyperantus
Satyridae,Coenonympha pamphilus
Satyridae,Hipparchia hermione
Satyridae,Hipparchia miguelensis
Satyridae,Hipparchia semele
Satyridae,Maniola jurtina
Satyridae,Pararge aegeria
Satyridae,Pyronia cecilia
Scarabaeidae,Aethiessa floralis
Scarabaeidae,Blitopertha lineolata
Scarabaeidae,Blitopertha ophrysophila
Scarabaeidae,Cetonia aurata
Scarabaeidae,Cetonia aurata pisana
Scarabaeidae,Cetonia aurataeformis
Scarabaeidae,Chasmatopterus
Scarabaeidae,Chasmatopterus illigeri
Scarabaeidae,Chasmatopterus villosulus
Scarabaeidae,Gnorimus nobilis
Scarabaeidae,Heterocnemis graeca
Scarabaeidae,Hoplia argentea
Scarabaeidae,Hoplia bilineata
Scarabaeidae,Hoplia chlorophana
Scarabaeidae,Hoplia philanthus
Scarabaeidae,Hymenoplia
Scarabaeidae,Melolonthinae
Scarabaeidae,Mimela junii
Scarabaeidae,Oxythyrea
Scarabaeidae,Oxythyrea cinctella
Scarabaeidae,Oxythyrea funesta
Scarabaeidae,Phyllopertha horticola
Scarabaeidae,Popillia japonica
Scarabaeidae,Protaetia cuprea
Scarabaeidae,Protaetia cuprea cuprea
Scarabaeidae,Protaetia cuprea metallica
Scarabaeidae,Protaetia morio
Scarabaeidae,Protaetia oblonga
Scarabaeidae,Protaetia opaca
Scarabaeidae,Protaetia speciosissima
Scarabaeidae,Scarabaeidae
Scarabaeidae,Serica brunnea
Scarabaeidae,Trichius fasciatus
Scarabaeidae,Trichius gallicus gallicus
Scarabaeidae,Trichius sexualis
Scarabaeidae,Tropinota
Scarabaeidae,Tropinota hirta
Scarabaeidae,Tropinota squalida
Scarabaeidae,Tropinota squalida canariensis
Scarabaeidae,Valgus hemipterus
Scathophagidae,Acerocnema macrocera
Scathophagidae,Delina nigrita
Scathophagidae,Norellisoma spinimanum
Scathophagidae,Scathophaga
Scathophagidae,Scathophaga furcata
Scathophagidae,Scathophaga inquinata
Scathophagidae,Scathophaga lutaria
Scathophagidae,Scathophaga stercoraria
Scathophagidae,Scathophagidae
Scathophagidae,Scatophaga
Scatopsidae,Anapausis soluta
Scatopsidae,Parascatopse minutissima
Scatopsidae,Reichertella geniculata
Scatopsidae,Reichertella pulicaria
Scatopsidae,Scatopsidae
Scatopsidae,Swammerdamella brevicornis
Scenopinidae,Scenopinidae
Sciaridae,Bradysia
Sciaridae,Corynoptera
Sciaridae,Lycoriella
Sciaridae,Lycoriella freyi
Sciaridae,Lycoriella parva
Sciaridae,Sciara
Sciaridae,Sciara hemerobioides
Sciaridae,Sciara sp.
Sciaridae,Sciaridae
Sciaridae,Trichosia truncata
Sciomyzidae,Coremacera marginata
Sciomyzidae,Euthycera fumigata
Sciomyzidae,Hydromya dorsalis
Sciomyzidae,Limnia unguicornis
Sciomyzidae,Pherbellia cinerella
Sciomyzidae,Sciomyzidae
Sciomyzidae,Tetanocera elata
Sciomyzidae,Tetanocera ferriginea
Sciomyzidae,Tetanocera silvatica
Sciomyzidae,Trypetoptera punctulata
Scirtidae,Elodes
Scoliidae,Colpa klugii
Scoliidae,Colpa quinquecincta occidentalis
Scoliidae,Dasyscolia ciliata
Scoliidae,Regiscolia bidens
Scoliidae,Regiscolia maculata
Scoliidae,Regiscolia maculata flavifrons
Scoliidae,Regiscolia maculata maculata
Scoliidae,Scolia
Scoliidae,Scoliidae
Scraptiidae,Anaspis
Scraptiidae,Anaspis maculata
Scraptiidae,Anaspis pulicaria
Scutelleridae,Odontotarsus
Scythrididae,Eretmocera medinella
Scythrididae,Scythris klimeschi
Scythrididae,Scythris knochella
Scythrididae,Scythris limbella
Scythrididae,Scythris scopolella
Sepsidae,Ortalischema albitarse
Sepsidae,Saltella sphondylii
Sepsidae,Sepsidae
Sepsidae,Sepsis
Sepsidae,Sepsis cynipsea
Sepsidae,Sepsis flavimanus
Sepsidae,Sepsis fulgens
Sepsidae,Sepsis neocynipsea
Sepsidae,Sepsis orthocnemis
Sepsidae,Sepsis punctum
Sepsidae,Sepsis violacea
Sepsidae,Themira annulipes
Sepsidae,Themira minor
Sesiidae,Chamaesphecia bibioniformis
Sesiidae,Chamaesphecia masariformis
Sesiidae,Chamaesphecia thracica
Sesiidae,Halictina
Sesiidae,Paranthrene tabaniformis
Sesiidae,Pyropteron affinis
Sesiidae,Pyropteron chrysidiformis
Sesiidae,Pyropteron doryliformis
Sesiidae,Pyropteron hispanica
Sesiidae,Pyropteron koschwitzi
Sesiidae,Pyropteron leucomelaena
Sesiidae,Pyropteron meriaeformis
Sesiidae,Pyropteron minianiformis
Sesiidae,Pyropteron triannuliformis
Sesiidae,Sesiidae
Sesiidae,Synanthedon
Sesiidae,Synanthedon formicaeformis
Sesiidae,Synanthedon myopaeformis
Sesiidae,Synanthedon spuleri
Silphidae,Silphidae
Silvanidae,Cryptamorpha desjardinsii
Simuliidae,Simulium
Sphaeroceridae,Coproica ferruginata
Sphaeroceridae,Copromyza equina
Sphaeroceridae,Copromyza nigrina
Sphaeroceridae,Leptocera fontinalis
Sphaeroceridae,Lotophila atra
Sphaeroceridae,Sphaerocera curvipes
Sphecidae,Ammophila
Sphecidae,Ammophila heydeni
Sphecidae,Ammophila pubescens
Sphecidae,Ammophila sabulosa
Sphecidae,Astata
Sphecidae,Bembecinus
Sphecidae,Cerceris
Sphecidae,Chalybion omissum
Sphecidae,Chilosphex argyrius
Sphecidae,Gorytes
Sphecidae,Isodontia mexicana
Sphecidae,Isodontia splendidula
Sphecidae,Oxybelus
Sphecidae,Palmodes occitanicus
Sphecidae,Pemphredon
Sphecidae,Podalonia tydei
Sphecidae,Prionyx
Sphecidae,Prionyx kirbii
Sphecidae,Prionyx lividocinctus
Sphecidae,Prionyx subfuscatus
Sphecidae,Prionyx viduatus
Sphecidae,Sceliphron caementarium
Sphecidae,Sceliphron curvatum
Sphecidae,Sceliphron destillatorium
Sphecidae,Sceliphron madraspatanum
Sphecidae,Sceliphron madraspatanum tubifex
Sphecidae,Sceliphron spirifex
Sphecidae,Sphecidae
Sphecidae,Sphex
Sphecidae,Sphex atropilosus
Sphecidae,Sphex funerarius
Sphecidae,Sphex pruinosus
Sphecidae,Tachysphex
Sphingidae,Agrius convolvuli
Sphingidae,Deilephila elpenor
Sphingidae,Deilephila porcellus
Sphingidae,Hemaris fuciformis
Sphingidae,Hemaris tityus
Sphingidae,Hyles euphorbiae
Sphingidae,Hyles gallii
Sphingidae,Hyles livornica
Sphingidae,Hyles tithymali
Sphingidae,Macroglossum
Sphingidae,Macroglossum stellatarum
Sphingidae,Mimas tiliae
Sphingidae,Sphingidae
Sphingidae,Sphinx ligustri
Sphingidae,Sphinx pinastri
Staphylinidae,Aleocharinae
Staphylinidae,Anotylus
Staphylinidae,Anthophagus alpinus
Staphylinidae,Arpedium
Staphylinidae,Eusphalerum
Staphylinidae,Eusphalerum lapponicum
Staphylinidae,Eusphalerum luteum
Staphylinidae,Eusphalerum luteum luteum
Staphylinidae,Eusphalerum minutum
Staphylinidae,Eusphalerum sorbi
Staphylinidae,Eusphalerum torquatum
Staphylinidae,Oxytelus
Staphylinidae,Palaeostigus
Staphylinidae,Staphylinidae
Staphylinidae,Tachinus
Staphylinidae,Tachinusini
Staphylinidae,Tachyporus obtusus
Stenocephalidae,Dicranocephalus agilis
Stenocephalidae,Dicranocephalus marginicollis
Stenocephalidae,Dicranocephalus medius
Stenocephalidae,Stenocephalidae
Stratiomydae,Stratiomydae
Stratiomyidae,Actina chalybea
Stratiomyidae,Beris clavipes
Stratiomyidae,Beris geniculata
Stratiomyidae,Beris vallata
Stratiomyidae,Chloromyia
Stratiomyidae,Chloromyia formosa
Stratiomyidae,Chorisops tibialis
Stratiomyidae,Chorisops tunisiae
Stratiomyidae,Lasiopa balius
Stratiomyidae,Lasiopa peleteria
Stratiomyidae,Microchrysa polita
Stratiomyidae,Nemotelus
Stratiomyidae,Nemotelus nigrinus
Stratiomyidae,Nemotelus pantherinus
Stratiomyidae,Odontomyia
Stratiomyidae,Odontomyia angulata
Stratiomyidae,Odontomyia annulata
Stratiomyidae,Odontomyia argentata
Stratiomyidae,Odontomyia discolor
Stratiomyidae,Odontomyia ornata
Stratiomyidae,Odontomyia tigrina
Stratiomyidae,Oplodontha viridula
Stratiomyidae,Pycnomalla splendens
Stratiomyidae,Sargus
Stratiomyidae,Sargus iridatus
Stratiomyidae,Stratiomys
Stratiomyidae,Stratiomys longicornis
Stratiomyidae,Stratiomys potamida
Stratiomyidae,Stratiomys singularior
Syrphidae,Anasimyia
Syrphidae,Anasimyia contracta
Syrphidae,Anasimyia interpunctus
Syrphidae,Anasimyia lunulatus
Syrphidae,Anasimyia transfuga
Syrphidae,Baccha elongata
Syrphidae,Blera fallax
Syrphidae,Brachyopa testacea
Syrphidae,Brachypalpoides lenta
Syrphidae,Brachypalpus valgus
Syrphidae,Callicera aurata
Syrphidae,Callicera spinolae
Syrphidae,Ceriana conopsoides
Syrphidae,Ceriana vespiformis
Syrphidae,Chalcosyrphus nemorum
Syrphidae,Chamaesyrphus
Syrphidae,Chamaesyrphus pruinosomaculata
Syrphidae,Cheilosia
Syrphidae,Cheilosia aerea
Syrphidae,Cheilosia ahenea
Syrphidae,Cheilosia albipila
Syrphidae,Cheilosia albitarsis
Syrphidae,Cheilosia antiqua
Syrphidae,Cheilosia barbata
Syrphidae,Cheilosia bergenstammi
Syrphidae,Cheilosia caerulescens
Syrphidae,Cheilosia carbonaria
Syrphidae,Cheilosia chrysocoma
Syrphidae,Cheilosia cynocephala
Syrphidae,Cheilosia fasciata
Syrphidae,Cheilosia flavipes
Syrphidae,Cheilosia flavissima
Syrphidae,Cheilosia fraterna
Syrphidae,Cheilosia frontalis
Syrphidae,Cheilosia gagatea
Syrphidae,Cheilosia gigantea
Syrphidae,Cheilosia griseiventris
Syrphidae,Cheilosia grisella
Syrphidae,Cheilosia himantopus
Syrphidae,Cheilosia illustrata
Syrphidae,Cheilosia impressa
Syrphidae,Cheilosia lasiopa
Syrphidae,Cheilosia laticornis
Syrphidae,Cheilosia latifrons
Syrphidae,Cheilosia lenis
Syrphidae,Cheilosia loewi
Syrphidae,Cheilosia longula
Syrphidae,Cheilosia means
Syrphidae,Cheilosia melanopa
Syrphidae,Cheilosia melanura
Syrphidae,Cheilosia morio
Syrphidae,Cheilosia mutabilis
Syrphidae,Cheilosia naruska
Syrphidae,Cheilosia nebulosa
Syrphidae,Cheilosia nivalis
Syrphidae,Cheilosia pagana
Syrphidae,Cheilosia personata
Syrphidae,Cheilosia proxima
Syrphidae,Cheilosia pubera
Syrphidae,Cheilosia ranunculi
Syrphidae,Cheilosia rhynchops
Syrphidae,Cheilosia ruffipes
Syrphidae,Cheilosia ruralis
Syrphidae,Cheilosia semifasciata
Syrphidae,Cheilosia shirakii
Syrphidae,Cheilosia variabilis
Syrphidae,Cheilosia velutina
Syrphidae,Cheilosia vernalis
